id,price
6375,86
898,55
6597,69
5582,24
10520,41
38167,91
39339,82
36854,39
9076,29
21503,52
548,42
26752,46
21648,24
15081,64
26352,96
12345,91
7680,57
10166,46
40693,55
36128,101
10634,40
29987,107
2324,86
40922,31
4661,86
20904,82
12446,31
25800,25
5022,31
28467,46
32250,24
33902,91
11127,91
39216,82
13517,72
1275,55
47240,31
6144,91
6338,101
4902,31
17201,30
22608,40
46375,41
43953,10
47737,69
37007,82
37825,22
9750,24
30274,50
28709,55
34523,55
32690,52
11792,55
48612,107
11273,41
7662,86
24515,91
29116,82
30764,107
15729,80
36955,82
13962,55
38594,91
8647,24
17028,101
11637,69
34874,86
38727,91
36572,55
32096,101
23618,107
40072,40
46203,82
21548,67
4122,82
3729,31
44103,55
41088,55
29871,91
9685,89
31673,10
19369,86
31789,31
22564,55
41509,42
42898,55
9517,31
34103,75
10030,67
47010,31
2408,91
27074,31
48035,55
29343,55
23061,86
2644,25
30428,81
22618,91
22394,82
9285,24
18015,31
24873,82
5938,46
40267,31
14180,64
38888,31
8011,55
32729,24
20226,91
48486,108
39833,31
23078,81
2744,37
39755,81
19339,82
3767,82
13801,96
19080,31
30023,34
20973,86
5796,55
4670,31
22964,31
3064,28
25647,81
5232,55
35675,76
43141,42
19781,24
16459,60
45487,81
23141,82
33098,55
45410,37
35534,31
26060,51
24156,69
30275,23
25265,96
12287,55
21193,82
23674,24
38209,55
16409,108
12328,86
29157,91
25359,34
6731,82
31129,72
14581,31
25725,55
19845,55
22939,41
40022,91
3442,31
10250,107
28025,46
42934,69
30027,54
37637,86
30819,82
17423,72
23388,31
29030,91
5325,55
7215,86
6889,24
24235,86
44360,25
29693,31
19517,31
42678,24
1500,31
34511,82
19673,24
42587,46
2154,55
25511,20
38361,82
8156,55
14351,82
295,60
28257,107
27857,67
11638,91
12992,82
1250,48
41363,81
44693,74
5220,24
36947,61
28374,25
1335,91
32368,86
39128,108
31666,55
4845,101
13765,24
30628,24
23673,55
19853,51
15149,55
12199,55
27302,37
8049,55
2241,55
2275,108
2825,91
28295,108
30921,91
33521,82
35845,81
12967,31
228,69
34770,107
3691,46
21414,55
24261,31
18478,55
30136,74
34729,24
22552,31
18376,86
48377,31
1296,23
39733,54
3385,55
40976,35
13267,55
15291,107
19786,24
41882,96
17493,82
17038,81
25886,31
36276,76
24589,37
29877,82
31211,82
24618,55
25444,55
21662,91
28052,24
18960,67
45996,55
27992,82
41054,55
45402,96
28837,46
44449,55
20382,31
35859,55
17177,61
23244,72
3541,86
27385,55
37524,81
20335,107
40898,41
46620,46
11307,82
47943,86
38345,25
33770,30
10448,82
10357,107
18041,55
12441,31
43849,81
41441,31
41253,101
42915,108
7573,23
24175,55
11559,25
7716,31
45608,24
5585,61
47775,31
23080,86
886,31
36424,46
2882,86
9707,31
47308,55
23040,81
1166,24
4684,86
17925,55
35980,91
18198,55
45338,37
2174,91
7956,24
2724,91
24822,82
30916,55
35805,55
34559,20
33870,86
42115,82
33230,86
27264,55
48394,107
45476,25
10708,30
29675,24
7555,29
795,86
12025,37
14664,82
2335,15
1591,81
34060,24
46393,82
15883,86
33219,21
36511,86
4211,91
3336,55
8765,35
11663,101
15230,31
43375,101
27191,61
26487,20
11505,55
83,61
40629,31
39027,31
11141,55
42723,81
18448,61
5271,20
25244,55
33486,79
27975,10
33346,31
17610,74
19627,40
9709,91
15758,91
42970,25
12360,91
15602,82
28664,31
32604,81
26614,96
12060,31
12248,31
5107,55
27168,41
42408,46
13275,31
17850,91
12911,50
35538,24
34963,31
39891,82
37307,37
24374,31
8851,72
28766,15
8526,86
11442,32
26849,50
30147,91
45661,15
9272,31
36152,96
28850,31
19641,57
903,55
30376,25
37687,64
12979,55
44337,82
30820,44
44745,82
2288,91
5347,41
22543,24
21848,72
1376,81
41492,72
23270,86
42434,24
36922,91
23019,91
28406,55
38748,82
13527,23
11090,82
35356,24
29308,46
36999,24
518,31
32216,55
36907,91
27176,91
5793,107
3935,67
21582,82
41350,44
42495,86
6229,82
39470,31
19222,46
5862,31
42077,25
22781,46
26181,31
36407,31
45342,107
26518,82
17769,86
16639,86
45557,91
595,91
34791,72
11064,46
47784,55
28320,82
35558,91
4386,86
7551,55
22241,52
27488,101
7684,91
43231,107
14673,55
34359,91
44981,91
39421,99
28867,82
1929,91
11376,20
12185,41
36382,31
47232,55
25778,67
12353,107
37262,55
38405,91
35462,55
4700,82
40855,31
31057,39
29017,86
26047,31
13933,86
21812,31
12721,24
41449,107
9128,86
43495,86
1175,91
31936,25
14601,91
152,55
29297,39
4001,64
39573,31
26563,55
6986,82
22664,40
415,55
25312,31
38833,91
29526,81
15763,57
27864,31
21415,55
13610,86
3847,107
10563,96
1957,107
30374,81
42464,25
45040,101
30400,107
3529,20
46550,31
5958,55
38964,55
25079,31
20253,55
13458,31
18782,55
20118,86
48352,69
10963,91
45407,15
30681,50
10297,30
30231,55
32101,58
8735,81
19637,31
19070,55
6042,31
17354,32
10688,31
1938,91
7671,55
8078,91
6421,31
27260,40
21702,55
46909,82
44834,107
4417,96
25834,31
13754,31
40626,75
21593,44
20736,55
30461,55
14341,39
40633,55
37261,24
34997,91
25989,24
34986,91
2502,54
41031,91
5710,82
19259,86
43564,107
10421,64
5634,91
30926,67
37880,31
11956,91
7242,72
7955,28
32142,50
11613,86
39191,46
7631,28
13441,55
38141,55
45884,107
3266,55
12731,72
13784,55
20906,91
1135,55
10574,55
23325,31
20557,55
30717,45
16586,31
32186,31
2652,101
42293,99
35157,55
20092,55
42436,31
24054,89
25044,25
1825,55
37858,91
28316,55
45185,74
20812,31
40065,101
5214,91
40677,55
45261,82
21445,82
23858,24
22262,31
26602,32
22645,86
17262,20
22890,31
32572,55
16779,55
12064,15
784,82
3562,64
27479,86
6813,91
19312,103
15747,91
23386,94
41119,82
14498,31
31032,24
42331,82
17737,82
29954,31
26772,31
6935,37
2137,25
30865,107
6236,86
11314,86
31601,82
46868,55
33045,31
37374,55
25257,55
21640,67
25549,55
14126,69
14676,55
33840,55
40255,55
30871,55
14950,72
7122,10
27966,99
4719,91
15173,24
11572,30
9576,108
31185,55
19409,55
40400,31
7598,24
13703,55
12708,31
29574,82
36452,87
2453,99
17470,61
40791,46
16300,91
11396,55
16945,101
5892,55
9503,55
17936,91
2480,31
39734,87
10789,15
11056,24
37062,82
18528,24
48438,82
43686,55
26624,24
33150,31
55,30
24820,24
39275,25
27790,31
41753,55
23677,72
6534,87
38325,107
38030,86
10363,91
33182,31
20665,91
18183,91
45103,55
13497,107
43628,55
37533,76
22955,55
9659,76
5893,107
47073,35
21805,82
35594,108
26718,86
15478,82
40060,108
34483,55
22195,69
8604,81
34923,91
40808,89
26538,61
34579,67
34472,82
25321,55
36327,96
4115,48
39740,86
17617,31
22334,55
539,31
30967,107
12757,55
28225,44
21620,57
15373,91
29971,31
12026,15
45320,44
41063,57
40573,31
12427,75
37655,91
45404,41
6301,107
26381,55
41856,31
9931,91
44728,24
7687,86
17256,57
48291,24
17070,82
28772,82
19946,60
27908,101
44401,82
36177,35
21492,96
24585,55
33512,31
16645,45
12926,96
17568,82
24185,31
39292,55
18338,54
28236,24
29493,55
6495,55
835,25
33495,55
26323,37
23353,50
20916,86
38440,25
28146,67
22434,87
21807,108
5367,82
4727,35
4782,61
7982,82
7439,55
9879,31
24519,72
14337,41
25811,55
3347,103
32820,91
39032,82
8748,82
46676,55
48511,46
25729,31
47903,81
33084,87
16727,82
1791,31
41563,24
10968,55
38435,60
32712,55
1120,101
6924,50
47565,107
18662,99
33478,107
2827,82
9251,69
40761,74
13628,87
7784,91
16165,82
18447,24
33362,61
6119,91
22633,82
12556,31
16716,82
2151,55
40877,24
42000,91
27357,20
46321,41
6297,74
30481,82
44284,82
11194,24
45747,82
18915,24
19448,31
32420,31
21038,101
25121,107
29070,55
3318,24
26587,37
24095,91
44023,31
20674,86
9333,91
43332,31
15906,24
35467,91
22295,55
39743,54
42724,24
42624,82
36088,46
4297,37
26820,91
8073,25
16101,91
29485,46
30919,55
20921,72
32100,76
36373,30
43094,46
46315,55
43817,50
10623,20
3856,31
41998,31
42396,91
42584,40
38871,89
33414,74
21696,30
23769,55
43828,24
29358,31
36671,41
4241,91
32113,107
42211,69
39931,86
27442,35
31985,55
14356,31
28980,46
1745,24
2184,91
9710,82
893,31
1744,91
9981,37
16732,54
39577,46
15948,91
19284,99
12149,91
31338,91
24283,91
39302,86
28174,44
30465,50
26221,55
48186,46
17186,31
40628,91
6543,41
24364,67
36321,31
29433,31
7364,55
41380,29
25899,24
20735,31
48577,82
26736,50
29662,55
38763,46
43421,31
35571,76
34139,82
29105,91
26898,101
6520,31
1009,57
43841,64
6585,55
40228,55
11555,86
23060,15
28977,75
7255,55
25594,82
48273,55
35543,82
5122,107
11650,46
33252,72
42942,57
6408,48
9362,108
36578,55
4414,81
4347,55
3513,55
31467,24
5392,82
24492,101
13763,91
27048,34
42855,55
31656,55
31334,86
23464,31
16712,46
19267,31
38142,72
22148,55
27015,44
40793,69
46133,24
47798,31
41210,55
24006,55
18624,91
18541,31
43740,35
3517,86
21813,91
11047,55
32554,91
3124,82
26380,20
21663,107
13660,87
43763,86
45700,55
33947,25
47119,107
10066,101
25530,38
4676,39
47858,86
8149,86
5507,54
4957,86
33166,74
8489,24
46853,35
194,82
47415,40
41917,101
15520,96
11697,82
29488,31
3864,50
20448,46
20715,91
3103,31
21554,57
13960,31
31974,31
1344,25
17871,55
23440,44
46252,91
9286,31
47691,37
35450,82
27002,55
11134,24
7624,46
263,81
38000,31
37123,81
24379,91
33233,55
385,82
43972,31
36837,25
25753,101
18455,82
24206,24
28514,82
45195,91
12554,35
14703,108
22856,91
10475,46
28059,81
13653,82
47238,31
22591,91
15501,82
4839,31
23026,55
14125,107
33205,15
39603,86
25856,107
30283,91
16134,81
19880,31
21783,82
46198,82
31807,31
26233,55
36562,24
46922,31
12765,82
10451,24
25264,35
45488,69
29298,55
39958,74
14867,40
21773,91
4020,80
32788,28
28680,61
31800,28
19789,31
25867,46
25645,31
42270,31
29356,64
47429,55
14265,101
36323,108
46933,31
2937,107
4149,91
19414,89
24964,64
19329,55
21875,86
14330,55
13145,32
45011,108
30626,55
7988,55
34258,80
8408,50
40510,107
28457,108
43788,31
27212,47
17388,55
35474,55
29808,40
16116,91
3184,55
39850,89
40315,75
32254,91
15032,72
45131,55
17029,72
10243,82
6298,50
13456,32
28688,54
18308,55
38613,20
25982,108
7424,107
10809,55
42020,91
20139,86
30959,108
4980,55
24787,67
21402,31
25202,91
42176,25
775,86
24650,82
43403,44
35419,54
40419,69
39268,24
44162,38
440,67
15366,24
39939,82
27272,31
23042,55
5653,89
10625,55
11678,82
16246,61
34532,69
8596,31
7498,40
24805,31
33476,31
43119,24
16580,87
24725,32
2881,46
29299,30
31598,76
18403,37
16929,96
37575,55
12332,69
43372,91
33132,72
41186,31
22915,31
9060,55
17482,55
43133,86
30543,91
12733,55
17019,86
20326,31
45045,82
11178,67
42116,31
21100,24
13616,25
3337,31
31222,31
25930,31
23933,25
28927,48
48309,46
32001,31
33950,55
16634,91
25389,54
35765,54
9383,31
17165,107
10680,107
27751,31
10631,31
11961,35
35796,35
44808,91
28902,107
5058,55
3747,108
2412,24
28095,55
10429,24
42165,31
1072,72
39154,30
36259,50
42574,24
31207,31
38180,91
25887,55
3275,69
39895,60
35077,31
46231,55
32196,20
23792,55
7812,39
46732,46
42182,46
36844,82
26101,25
19423,35
27685,79
48575,55
16825,91
47586,67
16513,55
14806,55
13350,31
31603,86
32523,86
15368,35
7805,55
20519,101
38487,76
19015,55
9571,31
6934,107
44145,24
46128,46
10796,81
2879,107
33299,31
46376,91
3485,48
26645,55
43433,86
12196,86
47656,34
39820,50
34129,86
43397,31
46373,107
42205,91
36127,24
38840,91
4327,91
46316,55
42806,55
43044,32
19739,31
32285,55
12294,55
30861,38
29851,24
14695,46
33397,91
37799,55
10924,82
19928,37
40238,82
47566,55
15334,31
3748,72
5123,107
13646,55
31983,51
40880,91
15759,35
13050,20
20491,20
1210,82
41082,55
10961,55
18330,31
28070,86
4419,57
46882,55
4677,31
12108,55
12898,107
13035,76
40716,24
41316,54
28689,24
41953,31
1200,91
65,96
26480,101
27724,55
28593,79
20148,37
8734,31
27398,91
26466,91
13857,76
46168,86
29291,55
24116,55
5905,87
2741,55
15586,128
45609,15
37995,91
15657,65
32309,39
5286,31
32717,96
37417,89
40332,91
28690,31
6868,82
1463,55
22460,91
14234,82
8263,55
8237,55
46454,41
20599,55
20277,82
25833,108
31642,91
29381,31
7914,31
4391,31
43411,96
36765,81
39095,54
12240,39
42153,107
31198,82
41900,91
24268,31
25183,51
29556,86
6012,55
30480,74
18103,31
47310,31
39010,50
44427,24
32950,82
13236,80
4903,64
19160,37
26801,24
15215,81
44665,91
23947,81
43693,31
39452,82
23185,24
2348,24
37592,44
37931,86
40256,55
18307,86
27019,75
28564,61
33654,86
24498,55
21917,55
31799,31
45431,31
41334,35
22647,55
39223,61
8824,55
38624,107
23086,82
18654,82
43777,107
29822,81
2232,31
8127,65
7322,91
48522,82
18356,107
41400,82
48013,54
6808,86
30268,46
29624,82
34577,91
39914,86
20543,37
13277,24
13636,86
23513,24
10760,91
38697,32
38633,31
14514,31
15858,55
22599,28
1103,50
46865,44
10199,31
24956,37
46507,91
40392,24
19440,44
15352,107
20104,55
24714,31
19205,91
12770,67
44064,72
39797,81
29081,80
18173,82
33942,74
23937,91
45014,91
25702,35
44244,69
47126,86
23324,86
8266,61
13720,44
47159,44
46645,81
26581,101
46007,82
35197,96
27371,86
41565,55
8704,55
7946,107
47917,25
31029,55
42454,55
16761,55
15617,24
6336,82
20779,55
8926,94
35608,86
39325,55
5820,72
29100,76
22732,86
38306,55
317,91
39840,55
26543,31
27276,39
38277,55
31840,86
4361,31
24863,91
2147,31
35268,55
1012,55
27674,82
44503,44
28735,82
35148,67
8272,82
39468,82
15145,25
22873,28
42639,80
9787,46
38684,107
3743,107
861,82
16796,31
10274,91
4525,107
40492,31
21009,86
4647,21
18942,107
6829,31
20366,55
11248,107
35089,30
38789,61
5339,55
496,86
25601,55
9412,55
6936,46
2081,87
20391,82
42502,46
37972,55
11861,107
30016,46
21490,107
12338,80
15325,55
36309,65
14485,81
27924,24
27141,76
10335,31
8351,91
41834,31
32901,91
5795,55
22255,55
43679,82
1681,82
21819,31
45975,81
20966,72
8852,86
45903,31
35091,31
47406,31
20074,46
36492,55
24513,31
40077,55
17076,82
6349,91
1830,55
8235,91
43781,91
44959,31
35509,61
9431,31
3154,31
42935,86
29757,82
16282,31
4506,91
11471,91
15070,55
28243,89
20740,15
7587,82
34674,108
25252,51
8958,86
11996,69
42042,82
1914,96
27206,24
10349,74
9992,91
17748,55
30156,91
44395,55
47657,31
35853,31
35954,24
4965,55
9912,44
11196,72
5145,57
25168,82
2984,61
24555,67
29335,55
38969,72
20604,25
42144,91
18312,76
4659,91
28144,55
25651,91
21082,82
38074,55
20537,46
40844,40
12805,31
1719,87
22315,55
2242,108
8528,75
22822,52
29496,31
36051,31
16046,101
42273,55
43032,67
968,55
11312,81
42782,69
12573,45
38813,31
46339,86
21374,91
3234,46
15574,86
28623,31
8285,55
21827,96
41201,28
45361,86
20872,107
25984,25
15838,58
39423,24
40324,69
25137,55
7167,55
15512,55
33462,55
24552,31
753,24
7852,30
16470,55
46586,91
17176,107
26901,55
39567,55
8055,82
4768,55
1846,91
8829,82
1394,91
46886,72
29989,108
14568,86
40991,82
24662,82
43736,67
43749,31
15702,24
1290,24
26223,55
17504,31
23778,101
30087,80
21237,31
35862,55
20669,31
48303,91
918,55
8336,55
41803,31
17976,82
48414,55
36184,55
36342,108
44998,46
12395,82
46915,37
19617,81
47735,86
27085,75
13663,82
48321,108
24752,51
41345,55
9081,55
20006,46
13679,25
19381,108
34833,55
13336,91
18279,24
18706,108
43545,86
37868,89
31768,69
2928,41
9448,42
16198,31
14758,82
24436,46
34479,31
34546,46
37187,107
36780,82
20088,65
42729,108
5404,106
24300,31
5454,24
7882,28
20360,72
26600,82
16318,82
28421,55
42666,55
4462,24
8282,91
11118,108
26174,91
39269,96
19934,81
10897,91
31454,51
23579,31
18652,101
25047,91
8923,31
10702,41
16553,91
30453,31
32166,108
31748,55
29200,31
13068,108
9367,41
47144,46
48274,55
9875,55
230,31
28730,55
15918,69
33224,91
25950,128
299,69
642,31
40113,82
43979,86
16066,81
32956,31
7226,91
41265,31
26523,91
21925,44
31136,24
20897,55
47774,31
2755,107
48552,96
41344,55
25613,55
47611,31
47164,86
40043,91
12586,78
43877,91
7504,82
23739,31
33566,31
12812,55
29776,28
31658,86
46469,55
19555,55
42745,82
45564,31
43240,32
22869,82
36306,72
34007,55
11960,128
45852,101
45351,25
16765,35
6376,45
30769,46
41248,107
29997,75
16054,55
44359,31
5165,25
45919,41
8847,82
40013,24
3899,55
43417,55
41610,31
46572,41
43029,101
41371,31
25490,10
32321,82
8602,55
26216,82
18854,31
22783,82
5429,81
27928,37
13744,58
41825,108
40425,61
22286,107
27405,54
29129,31
22516,76
39826,37
11374,82
14922,82
40306,31
17343,86
35329,30
3042,31
8327,37
47496,55
732,72
18565,55
33767,25
26162,82
16937,55
3539,55
41401,31
13274,55
37786,25
26099,40
26184,107
8041,31
47906,46
6033,24
48553,39
29788,31
31193,55
21208,42
3925,86
25174,45
14998,31
16800,55
6404,31
22986,108
4231,82
24339,44
4687,91
25843,24
39288,72
11651,54
19756,86
5112,39
48501,24
29717,86
31758,55
22438,55
1449,55
956,31
2477,91
10031,55
46244,31
40724,50
20483,64
36091,31
1530,76
12723,39
32659,81
3916,37
23569,46
336,82
43356,31
6645,31
33382,91
26290,44
33501,31
26744,82
33922,31
26582,101
20178,82
15834,82
35377,54
37894,91
24201,82
16538,91
26552,41
27862,107
3294,55
35849,86
12981,25
40284,54
41024,50
32677,81
1949,30
31052,55
14120,24
28591,61
24727,31
15306,55
20455,32
5613,91
45697,30
19250,107
48326,82
20336,31
22587,31
28182,82
35727,91
13671,91
33830,67
10446,108
7952,31
569,24
2845,72
7145,91
1022,31
43418,55
25115,108
23654,107
33463,55
19290,55
16742,40
29521,86
25297,55
36018,34
1168,44
38480,107
1890,24
11147,91
41682,82
27531,31
35911,91
16151,50
3239,24
35973,81
32433,15
23719,31
23591,31
1056,55
22033,61
19413,55
3983,96
22424,80
36536,69
38095,31
14068,55
18638,72
31885,91
23474,69
42521,91
48294,31
24906,10
30707,24
42733,82
46496,55
28538,24
47516,15
26541,91
16207,107
11207,107
16896,107
33867,108
46649,76
37387,81
8916,82
34973,44
22629,55
12612,35
30434,55
37191,49
40790,86
42826,31
9516,82
44082,64
17690,64
38165,24
11869,96
28984,86
37869,31
32721,86
8561,91
46303,30
8712,39
16335,101
19830,45
31403,72
17598,31
8067,31
677,81
42260,37
48495,69
42494,82
27126,44
13645,46
13590,91
32228,46
46935,81
31154,55
30533,82
30949,67
28991,108
26186,24
16684,40
39253,50
4569,31
9049,15
43157,86
17494,55
41752,64
37201,55
9811,35
46357,31
23298,55
23623,61
47818,81
46903,24
23831,91
2539,96
38230,55
21901,55
40634,67
31689,31
45435,55
47092,82
39916,55
43669,86
34649,15
42361,107
28802,57
19158,103
16057,101
34909,55
38048,82
43058,55
43067,55
40657,55
7917,46
396,48
26125,55
5266,31
26682,91
35716,55
35817,31
34200,55
29746,91
16227,107
12447,31
21449,55
21951,24
21118,46
44894,107
18701,91
43242,31
34639,82
31706,28
21277,31
38602,31
6680,31
6145,31
5361,46
24472,23
47374,44
6006,81
21596,55
35443,55
38805,91
9342,86
45986,31
8295,86
17822,82
35027,32
21214,37
40331,81
46854,60
11058,31
30285,91
21726,31
22806,82
38064,107
9949,31
1534,82
26497,82
31364,81
2447,44
44437,55
37082,81
12899,55
6435,55
25470,55
406,55
41675,31
23779,61
34409,55
11392,86
36815,55
29544,61
32785,31
36344,37
9529,55
35255,35
26779,55
26427,55
11155,86
12054,82
48004,24
30334,55
45275,108
47994,20
32032,20
15856,55
28402,76
32353,55
2815,82
36620,86
48599,107
7230,107
30586,25
44425,86
20030,24
37791,82
11068,30
34757,81
19453,31
36388,24
34547,55
24315,31
16290,86
20206,82
17671,82
7985,91
25287,86
5629,107
46384,55
35454,22
7057,57
48340,20
23508,15
48299,75
23292,82
28047,25
16141,31
30482,86
36983,61
8758,24
44291,55
44432,31
33717,55
28629,55
31705,82
19305,55
35026,82
8996,86
5809,25
24266,55
45216,58
45096,28
30910,24
38725,61
19046,40
19486,69
15279,48
39484,82
10485,55
43179,91
1131,81
22071,55
47003,82
5101,37
16775,55
3133,86
15560,48
48578,91
44781,31
31287,24
15974,91
25189,31
9593,15
28563,96
43805,50
40114,101
13298,91
9232,25
22786,24
33253,32
4948,82
14535,55
16556,24
39759,91
26454,31
25124,61
7056,91
17162,108
44260,55
26987,55
906,72
5890,30
19401,55
746,91
12630,86
825,101
4157,55
46224,96
13695,75
18167,91
32475,37
32478,41
26760,55
27718,46
39647,31
8836,91
38322,31
14218,20
23278,96
37634,69
16053,55
4148,35
41876,35
15924,55
20364,64
12545,55
37320,82
44456,74
3834,46
19532,41
11464,31
21711,55
44758,107
38243,91
48149,108
4146,20
8130,74
15878,55
39384,24
44062,55
15234,72
7014,55
7394,82
9893,24
9512,25
38474,82
28891,55
35848,58
1329,31
26249,20
17717,15
43654,55
46624,91
32311,91
15504,55
42466,31
7700,91
39576,80
46737,82
47795,72
33217,86
34182,81
26328,91
40529,55
15927,31
7142,20
41206,91
3917,31
16338,31
19533,107
18119,31
23875,31
16650,41
36362,55
16342,82
1431,31
33666,55
15637,42
42955,55
32733,51
46976,108
22142,91
44119,25
12329,61
4830,24
7303,55
20189,107
47174,55
20922,24
44774,31
36508,24
21389,91
21084,91
6937,108
40857,44
29847,48
38873,55
8822,55
17975,20
34898,31
43442,46
2049,106
1607,58
41443,86
19066,32
43263,50
5480,31
9305,82
12762,101
17441,86
5547,75
42023,96
5745,82
34412,86
43023,86
31864,91
33638,24
1013,55
33412,30
7726,31
14602,46
6134,55
42019,45
18247,101
36436,64
387,55
47327,96
